  0.0000000e+000	  3.3333333e-001	
  1.0000000e-003	  3.3333333e-001	
  2.0000000e-003	  3.3333334e-001	
  3.0000000e-003	  3.3333339e-001	
  4.0000000e-003	  3.3333354e-001	
  5.0000000e-003	  3.3333386e-001	
  6.0000000e-003	  3.3333445e-001	
  7.0000000e-003	  3.3333542e-001	
  8.0000000e-003	  3.3333691e-001	
  9.0000000e-003	  3.3333909e-001	
  1.0000000e-002	  3.3334211e-001	
  1.1000000e-002	  3.3334620e-001	
  1.2000000e-002	  3.3335156e-001	
  1.3000000e-002	  3.3335843e-001	
  1.4000000e-002	  3.3336708e-001	
  1.5000000e-002	  3.3337777e-001	
  1.6000000e-002	  3.3339080e-001	
  1.7000000e-002	  3.3340650e-001	
  1.8000000e-002	  3.3342519e-001	
  1.9000000e-002	  3.3344722e-001	
  2.0000000e-002	  3.3347297e-001	
  2.1000000e-002	  3.3350281e-001	
  2.2000000e-002	  3.3353715e-001	
  2.3000000e-002	  3.3357640e-001	
  2.4000000e-002	  3.3362101e-001	
  2.5000000e-002	  3.3367141e-001	
  2.6000000e-002	  3.3372808e-001	
  2.7000000e-002	  3.3379149e-001	
  2.8000000e-002	  3.3386212e-001	
  2.9000000e-002	  3.3394049e-001	
  3.0000000e-002	  3.3402712e-001	
  3.1000000e-002	  3.3412252e-001	
  3.2000000e-002	  3.3422724e-001	
  3.3000000e-002	  3.3434182e-001	
  3.4000000e-002	  3.3446684e-001	
  3.5000000e-002	  3.3460285e-001	
  3.6000000e-002	  3.3475045e-001	
  3.7000000e-002	  3.3491020e-001	
  3.8000000e-002	  3.3508271e-001	
  3.9000000e-002	  3.3526858e-001	
  4.0000000e-002	  3.3546842e-001	
  4.1000000e-002	  3.3568283e-001	
  4.2000000e-002	  3.3591244e-001	
  4.3000000e-002	  3.3615786e-001	
  4.4000000e-002	  3.3641973e-001	
  4.5000000e-002	  3.3669866e-001	
  4.6000000e-002	  3.3699529e-001	
  4.7000000e-002	  3.3731025e-001	
  4.8000000e-002	  3.3764417e-001	
  4.9000000e-002	  3.3799768e-001	
  5.0000000e-002	  3.3837141e-001	
  5.1000000e-002	  3.3876599e-001	
  5.2000000e-002	  3.3918205e-001	
  5.3000000e-002	  3.3962021e-001	
  5.4000000e-002	  3.4008110e-001	
  5.5000000e-002	  3.4056532e-001	
  5.6000000e-002	  3.4107348e-001	
  5.7000000e-002	  3.4160620e-001	
  5.8000000e-002	  3.4216407e-001	
  5.9000000e-002	  3.4274768e-001	
  6.0000000e-002	  3.4335762e-001	
  6.1000000e-002	  3.4399445e-001	
  6.2000000e-002	  3.4465874e-001	
  6.3000000e-002	  3.4535104e-001	
  6.4000000e-002	  3.4607191e-001	
  6.5000000e-002	  3.4682186e-001	
  6.6000000e-002	  3.4760143e-001	
  6.7000000e-002	  3.4841110e-001	
  6.8000000e-002	  3.4925138e-001	
  6.9000000e-002	  3.5012275e-001	
  7.0000000e-002	  3.5102566e-001	
  7.1000000e-002	  3.5196055e-001	
  7.2000000e-002	  3.5292787e-001	
  7.3000000e-002	  3.5392801e-001	
  7.4000000e-002	  3.5496137e-001	
  7.5000000e-002	  3.5602833e-001	
  7.6000000e-002	  3.5712923e-001	
  7.7000000e-002	  3.5826441e-001	
  7.8000000e-002	  3.5943418e-001	
  7.9000000e-002	  3.6063882e-001	
  8.0000000e-002	  3.6187861e-001	
  8.1000000e-002	  3.6315378e-001	
  8.2000000e-002	  3.6446456e-001	
  8.3000000e-002	  3.6581113e-001	
  8.4000000e-002	  3.6719366e-001	
  8.5000000e-002	  3.6861229e-001	
  8.6000000e-002	  3.7006714e-001	
  8.7000000e-002	  3.7155828e-001	
  8.8000000e-002	  3.7308578e-001	
  8.9000000e-002	  3.7464966e-001	
  9.0000000e-002	  3.7624991e-001	
  9.1000000e-002	  3.7788650e-001	
  9.2000000e-002	  3.7955937e-001	
  9.3000000e-002	  3.8126842e-001	
  9.4000000e-002	  3.8301351e-001	
  9.5000000e-002	  3.8479448e-001	
  9.6000000e-002	  3.8661113e-001	
  9.7000000e-002	  3.8846324e-001	
  9.8000000e-002	  3.9035052e-001	
  9.9000000e-002	  3.9227269e-001	
  1.0000000e-001	  3.9422939e-001	
  1.0100000e-001	  3.9622026e-001	
  1.0200000e-001	  3.9824487e-001	
  1.0300000e-001	  4.0030279e-001	
  1.0400000e-001	  4.0239352e-001	
  1.0500000e-001	  4.0451654e-001	
  1.0600000e-001	  4.0667128e-001	
  1.0700000e-001	  4.0885714e-001	
  1.0800000e-001	  4.1107348e-001	
  1.0900000e-001	  4.1331962e-001	
  1.1000000e-001	  4.1559484e-001	
  1.1100000e-001	  4.1789839e-001	
  1.1200000e-001	  4.2022945e-001	
  1.1300000e-001	  4.2258721e-001	
  1.1400000e-001	  4.2497078e-001	
  1.1500000e-001	  4.2737925e-001	
  1.1600000e-001	  4.2981167e-001	
  1.1700000e-001	  4.3226705e-001	
  1.1800000e-001	  4.3474435e-001	
  1.1900000e-001	  4.3724251e-001	
  1.2000000e-001	  4.3976042e-001	
  1.2100000e-001	  4.4229696e-001	
  1.2200000e-001	  4.4485092e-001	
  1.2300000e-001	  4.4742112e-001	
  1.2400000e-001	  4.5000629e-001	
  1.2500000e-001	  4.5260515e-001	
  1.2600000e-001	  4.5521639e-001	
  1.2700000e-001	  4.5783866e-001	
  1.2800000e-001	  4.6047058e-001	
  1.2900000e-001	  4.6311074e-001	
  1.3000000e-001	  4.6575769e-001	
  1.3100000e-001	  4.6840998e-001	
  1.3200000e-001	  4.7106609e-001	
  1.3300000e-001	  4.7372451e-001	
  1.3400000e-001	  4.7638369e-001	
  1.3500000e-001	  4.7904206e-001	
  1.3600000e-001	  4.8169802e-001	
  1.3700000e-001	  4.8434996e-001	
  1.3800000e-001	  4.8699625e-001	
  1.3900000e-001	  4.8963522e-001	
  1.4000000e-001	  4.9226522e-001	
